Book,Page,Chapter,POV,NUN,FullName
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,11th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,12th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,13th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,14th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,15th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,16th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,17th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,18th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,19th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,20h of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,21st of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,22nd of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,23rd of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,24th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,25th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,26th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,27th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,28th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,29th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,30th of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,640,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,31st of the 31 maiden from the Reach proposes by Samantha Tarly as a suitable wife for Aegon III
Fire and Blood Vol. 1,641,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Ysabel Staunton
Fire and Blood Vol. 1,641,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Elinor Massey
Fire and Blood Vol. 1,641,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Rosamund Darry
Fire and Blood Vol. 1,641,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,Mother of Rosamund Darry
Fire and Blood Vol. 1,641,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Lyra Hayford
Fire and Blood Vol. 1,641,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"Hayford, brother of Lyra Hayford"
Fire and Blood Vol. 1,641,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Jeyne Smallwood
Fire and Blood Vol. 1,641,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Jeyne Mooton
Fire and Blood Vol. 1,641,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Jeyne Merryweather
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,US,Groom found abed with Tyshara Lannister
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Lucinda Penrose
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,US,Outlaw who hold Lucinda Penrose
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,US,Outlaw who slit Lucinda Penrose's nose
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,Lady Buckler who drowns in 133 AC
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"Buckler, 1st daughter of Lady Buckler who drowns with her mother"
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"Buckler, 2nd daughter of Lady Buckler who drowns with her mother"
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,Prince of Pentos in 133 AC
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,Daughter of the Prince of Pentos in 133 AC
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,Sister of the Sealord of Braavos in 133 AC
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,Daughter of an ancient house from Myr
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,Other daughter(s) of ancient house(s) from Myr
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,Daughter of an ancient house from Volantis
Fire and Blood Vol. 1,642,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,Other daughter(s) of ancient house(s) from Volantis
Fire and Blood Vol. 1,643,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Myrmadora Haen
Fire and Blood Vol. 1,643,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Torreo Haen
Fire and Blood Vol. 1,643,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,US,King's herald in 133 AC
Fire and Blood Vol. 1,643,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Alyssa Royce
Fire and Blood Vol. 1,643,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Patricia Redwyne
Fire and Blood Vol. 1,643,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,US,Outlaw shot by one of Patricia Redwyne's arrow
Fire and Blood Vol. 1,643,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Lady Anya Weatherwax
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Barba Bolton
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Moriah Qorgyle
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"1st of the 4 maiden who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"2nd of the 4 maiden who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"3rd of the 4 maiden who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"4th of the 4 maiden who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"1st of the 12 mothers who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"2nd of the 12 mothers who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"3rd of the 12 mothers who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"4th of the 12 mothers who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"5th of the 12 mothers who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"6th of the 12 mothers who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"7th of the 12 mothers who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"8th of the 12 mothers who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"9th of the 12 mothers who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"10th of the 12 mothers who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"11th of the 12 mothers who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"12th of the 12 mothers who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,US,"Septon who fainted during the ""Cattle Show"""
Fire and Blood Vol. 1,644,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"Stout Lord who died during the ""Cattle Show"""
Fire and Blood Vol. 1,645,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Henrietta Woodhull
Fire and Blood Vol. 1,645,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,UN,"Ser Woodhull, landed knight father of Henrietta"
Fire and Blood Vol. 1,646,Under the Regents - War and Peace and Cattle Shows,Archmaester Gyldayn,Named,Hazel Harte/Velaryon
Fire and Blood Vol. 1,649,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Maester Bendamure
Fire and Blood Vol. 1,649,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Ser Russell Stillman
Fire and Blood Vol. 1,649,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Rue
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,1st of the 12 wives of Racallio Ryndoon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,2nd of the 12 wives of Racallio Ryndoon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,3rd of the 12 wives of Racallio Ryndoon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,4th of the 12 wives of Racallio Ryndoon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,5th of the 12 wives of Racallio Ryndoon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,6th of the 12 wives of Racallio Ryndoon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,7th of the 12 wives of Racallio Ryndoon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,8th of the 12 wives of Racallio Ryndoon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,9th of the 12 wives of Racallio Ryndoon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,10th of the 12 wives of Racallio Ryndoon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,11th of the 12 wives of Racallio Ryndoon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,12th of the 12 wives of Racallio Ryndoon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,Man of Racallio Ryndoon beheaded for being accused of spying for the Tyroshi
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,1st of the 3 Tyroshi prisoners killed by Alyn Velaryon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,2nd of the 3 Tyroshi prisoners killed by Alyn Velaryon
Fire and Blood Vol. 1,651,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,3rd of the 3 Tyroshi prisoners killed by Alyn Velaryon
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,1st of the 12 suitor of Aliandra Martell in 133 AC
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,2nd of the 12 suitor of Aliandra Martell in 133 AC
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,3rd of the 12 suitor of Aliandra Martell in 133 AC
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,4th of the 12 suitor of Aliandra Martell in 133 AC
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,5th of the 12 suitor of Aliandra Martell in 133 AC
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,6th of the 12 suitor of Aliandra Martell in 133 AC
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,7th of the 12 suitor of Aliandra Martell in 133 AC
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,8th of the 12 suitor of Aliandra Martell in 133 AC
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,9th of the 12 suitor of Aliandra Martell in 133 AC
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,10th of the 12 suitor of Aliandra Martell in 133 AC
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,11th of the 12 suitor of Aliandra Martell in 133 AC
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,12th of the 12 suitor of Aliandra Martell in 133 AC
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Prince Qyle Martell
Fire and Blood Vol. 1,652,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Princess Coryanne Martell
Fire and Blood Vol. 1,654,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,Lady Crakehall in 133 AC
Fire and Blood Vol. 1,654,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Greyjoy, 1st sister of Lord Dalton Greyjoy"
Fire and Blood Vol. 1,654,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Greyjoy, 2nd sister of Lord Dalton Greyjoy"
Fire and Blood Vol. 1,654,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Greyjoy, 3rd sister of Lord Dalton Greyjoy"
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,"6th of the 22 salt wives of Dalton Greyjoy on Pyke, the mother of Toron Greyjoy (the first 5 being 4 daughters of Lord Farman and Tess)"
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,"7th of the 22 salt wives of Dalton Greyjoy, on Pyke the mother of Rodrik Greyjoy"
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,"8th of the 22 salt wives of Dalton Greyjoy, on Pyke"
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,"9th of the 22 salt wives of Dalton Greyjoy, on Pyke"
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Widow of the Knight of Kayce, 10th of the 22 salt wives of Dalton Greyjoy"
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Ser Kenning, The Knight of Kayce"
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Lannister of Lannisport, 11th of the 22 salt wives of Dalton Greyjoy"
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,12th of the 22 salt wives of Dalton Greyjoy
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,13th of the 22 salt wives of Dalton Greyjoy
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,14th of the 22 salt wives of Dalton Greyjoy
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,15th of the 22 salt wives of Dalton Greyjoy
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,16th of the 22 salt wives of Dalton Greyjoy
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,17th of the 22 salt wives of Dalton Greyjoy
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,18th of the 22 salt wives of Dalton Greyjoy
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,19th of the 22 salt wives of Dalton Greyjoy
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,20th of the 22 salt wives of Dalton Greyjoy
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,21st of the 22 salt wives of Dalton Greyjoy
Fire and Blood Vol. 1,655,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,US,22nd of the 22 salt wives of Dalton Greyjoy
Fire and Blood Vol. 1,656,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Greyjoy, 1st cousin of Lord Dalton Greyjoy"
Fire and Blood Vol. 1,656,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Greyjoy, 2nd cousin of Lord Dalton Greyjoy"
Fire and Blood Vol. 1,656,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Greyjoy, 3rd cousin of Lord Dalton Greyjoy"
Fire and Blood Vol. 1,656,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Greyjoy, 4th cousin of Lord Dalton Greyjoy"
Fire and Blood Vol. 1,656,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Greyjoy, 5th cousin of Lord Dalton Greyjoy"
Fire and Blood Vol. 1,656,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Greyjoy, 6th cousin of Lord Dalton Greyjoy"
Fire and Blood Vol. 1,656,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Greyjoy, 7th cousin of Lord Dalton Greyjoy"
Fire and Blood Vol. 1,656,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Greyjoy, 8th cousin of Lord Dalton Greyjoy"
Fire and Blood Vol. 1,656,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Greyjoy, 9th cousin of Lord Dalton Greyjoy"
Fire and Blood Vol. 1,656,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,"Greyjoy, other cousin(s) of Lord Dalton Greyjoy"
Fire and Blood Vol. 1,656,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Alester Wynch
Fire and Blood Vol. 1,656,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Gunthor Goodbrother
Fire and Blood Vol. 1,660,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,"Laena Velaryon, daughter of Alyn Velaryon"
Fire and Blood Vol. 1,663,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Magister Bambarro Bazanne
Fire and Blood Vol. 1,663,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,Wife of Bambarro Bazanne
Fire and Blood Vol. 1,663,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,1st child of Bambarro Bazanne
Fire and Blood Vol. 1,633,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,UN,Other child(ren) of Bambarro Bazanne
Fire and Blood Vol. 1,664,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Lysara Rogare
Fire and Blood Vol. 1,644,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Marra Rogare
Fire and Blood Vol. 1,644,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Lotho Rogare
Fire and Blood Vol. 1,644,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Roggerio Rogare
Fire and Blood Vol. 1,644,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Drako Rogare
Fire and Blood Vol. 1,644,Under the Regents - The Voyage of Alyn Oakenfist,Archmaester Gyldayn,Named,Fredo Rogare
Fire and Blood Vol. 1,667,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Lord Dustin in 134 AC
Fire and Blood Vol. 1,668,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Husband of the 1st sister of Lord Dalton Greyjoy
Fire and Blood Vol. 1,668,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Husband of the 2nd sister of Lord Dalton Greyjoy
Fire and Blood Vol. 1,668,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Husband of the 3rd sister of Lord Dalton Greyjoy
Fire and Blood Vol. 1,668,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,Sam Salt
Fire and Blood Vol. 1,668,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,Arthur Goodbrother
Fire and Blood Vol. 1,668,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Lord Drumm who dies in 134 AC
Fire and Blood Vol. 1,668,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Lord Goodbrother who dies in 134 AC
Fire and Blood Vol. 1,668,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Lord Volmark who dies in 134 AC
Fire and Blood Vol. 1,668,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Lord Harlaw who dies in 134 AC
Fire and Blood Vol. 1,668,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Lord Botley who dies in 134 AC
Fire and Blood Vol. 1,668,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,Lord Stonehouse who dies in 134 AC
Fire and Blood Vol. 1,669,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,Jessamyn Redfort
Fire and Blood Vol. 1,669,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,Lord Joffrey Arryn
Fire and Blood Vol. 1,669,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,Ser Eldric Arryn
Fire and Blood Vol. 1,669,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,"Isembard Arryn, the Gilded Falcon"
Fire and Blood Vol. 1,670,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,Sandoq the Shadow
Fire and Blood Vol. 1,676,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,"Arryn of Gulltown, 1st son of Isembard Arryn"
Fire and Blood Vol. 1,676,The Lysene Spring and the End of Regency,Archmaester Gyldayn,UN,"Arryn of Gulltown, other son(s) of Isembard Arryn"
Fire and Blood Vol. 1,676,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,"Lord Gunthor Royce, the Bronze Giant"
Fire and Blood Vol. 1,676,The Lysene Spring and the End of Regency,Archmaester Gyldayn,Named,Lord Quenton Corbray
Fire and Blood Vol. 1,677,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,Translator of Moredo Rogare
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,1st of the 12 men who climbed up to see if there was a shelter from the wind
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,2nd of the 12 men who climbed up to see if there was a shelter from the wind
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,3rd of the 12 men who climbed up to see if there was a shelter from the wind
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,4th of the 12 men who climbed up to see if there was a shelter from the wind
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,5th of the 12 men who climbed up to see if there was a shelter from the wind
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,6th of the 12 men who climbed up to see if there was a shelter from the wind
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,7th of the 12 men who climbed up to see if there was a shelter from the wind
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,8th of the 12 men who climbed up to see if there was a shelter from the wind
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,9th of the 12 men who climbed up to see if there was a shelter from the wind
Fire and Blood Vol. 1,678,The Lysene Spring and the End of Regency,Archmaester Gyldayn,US,10th of the 12 men who climbed up to see if there was a shelter from the wind
