id,paragraphs,cleaned_paragraphs
3469,"There were, to be sure, other lords and famous knights amongst the host that Corlys Velaryon confronted outside the Gate of the Gods that day in 131 AC, all of them older and some of them wiser than Bloody Ben Blackwood and the brothers Tully, yet somehow the three youths had emerged from the Muddy Mess as the undoubted leaders. Bound by battle, the three had become so inseparable that their men began referring to them collectively as “the Lads.”",There sure lords famous knights amongst host Corlys Velaryon confronted outside Gate Gods day 131 AC older wiser Bloody Ben Blackwood brothers Tully yet somehow three youths emerged Muddy Mess undoubted leaders . Bound battle three become inseparable men began referring collectively “ Lads . ”
3470,"Amongst their supporters were two extraordinary women: Alysanne Blackwood, called Black Aly, a sister to the late Lord Samwell Blackwood, and thus aunt to Bloody Ben, and Sabitha Frey, the Lady of the Twins, the widow of Lord Forrest Frey and mother of his heir, a “sharp-featured, sharp-tongued harridan of House Vypren, who would sooner ride than dance, wore mail instead of silk, and was fond of killing men and kissing women,” according to Mushroom.",Amongst supporters two extraordinary women : Alysanne Blackwood called Black Aly sister late Lord Samwell Blackwood thus aunt Bloody Ben Sabitha Frey Lady Twins widow Lord Forrest Frey mother heir “ sharp-featured sharp-tongued harridan House Vypren would sooner ride dance wore mail instead silk fond killing men kissing women ” according Mushroom .
3471,"The Lads knew Lord Corlys Velaryon only by reputation, but that reputation was formidable. Having arrived at King’s Landing with the expectation that they would need to besiege the city or take it by storm, they were delighted (if surprised) to have it presented to them as on a gilded platter…and to learn that Aegon II was dead (though Benjicot Blackwood and his aunt both expressed disquiet about the manner of his death, for poison was regarded as a coward’s weapon, and lacking in honor). Glad cries rang down the field as word of the king’s death spread, and one by one the Lord of the Trident and their allies came forward to bend their knees before Prince Aegon and hail him as their king.",The Lads knew Lord Corlys Velaryon reputation reputation formidable . Having arrived King ’ Landing expectation would need besiege city take storm delighted ( surprised ) presented gilded platter…and learn Aegon II dead ( though Benjicot Blackwood aunt expressed disquiet manner death poison regarded coward ’ weapon lacking honor ) . Glad cries rang field word king ’ death spread one one Lord Trident allies came forward bend knees Prince Aegon hail king .
3472,"As the riverlords rode through the city, smallfolk cheered them from rooftops and balconies, and pretty girls scampered forward to shower their saviors with kisses (like mummers in a farce, says Mushroom, suggesting all this had been devised by Larys Strong). The gold cloaks",As riverlords rode city smallfolk cheered rooftops balconies pretty girls scampered forward shower saviors kisses ( like mummers farce says Mushroom suggesting devised Larys Strong ) . The gold cloaks
3474,"lined the streets, lowering their spears as the Lads rode by. Within the Red Keep, the Lads found the dead king’s body laid out upon a bier beneath the Iron Throne, with his mother, Queen Alicent, weeping beside it. What remained of Aegon’s court had gathered in the hall, amongst them Lord Larys Strong the Clubfoot, Grand Maester Orwyle, Ser Perkin the Flea, Mushroom, Septon Eustace, Ser Gyles Belgrave and four other Kingsguard, and sundry lesser lords and household knights. Orwyle spoke for them, hailing the riverlords as deliverers.",lined streets lowering spears Lads rode . Within Red Keep Lads found dead king ’ body laid upon bier beneath Iron Throne mother Queen Alicent weeping beside . What remained Aegon ’ court gathered hall amongst Lord Larys Strong Clubfoot Grand Maester Orwyle Ser Perkin Flea Mushroom Septon Eustace Ser Gyles Belgrave four Kingsguard sundry lesser lords household knights . Orwyle spoke hailing riverlords deliverers .
3475,"Elsewhere in the crownlands and along the narrow sea, the dead king’s remaining loyalists were yielding too. The Braavosi landed Lord Leowyn Corbray at Duskendale, with half the power that Lady Arryn had sent down from the Vale; the other half disembarked at Maidenpool under his brother, Ser Corwyn Corbray. Both towns welcomed the Arryn hosts with feasts and flowers. Stokeworth and Rosby fell bloodlessly, hauling down the golden dragon of Aegon II to raise the red dragon of Aegon III. Dragonstone’s garrison proved more stubborn, barring their gates and vowing defiance. They held out for three days and two nights. On the third night the castle’s grooms, cooks, and serving men took up arms and rose against the king’s men, slaughtering many as they slept and delivering the rest in chains to young Alyn Velaryon.",Elsewhere crownlands along narrow sea dead king ’ remaining loyalists yielding . The Braavosi landed Lord Leowyn Corbray Duskendale half power Lady Arryn sent Vale ; half disembarked Maidenpool brother Ser Corwyn Corbray . Both towns welcomed Arryn hosts feasts flowers . Stokeworth Rosby fell bloodlessly hauling golden dragon Aegon II raise red dragon Aegon III . Dragonstone ’ garrison proved stubborn barring gates vowing defiance . They held three days two nights . On third night castle ’ grooms cooks serving men took arms rose king ’ men slaughtering many slept delivering rest chains young Alyn Velaryon .
3476,"Septon Eustace tells us that a “strange euphoria” took hold of King’s Landing; Mushroom simply says that “half the city was drunk.” The corpse of King Aegon II was consigned to the flames, in the hopes that all the ills and hatreds of his reign might be burned away with his remains. Thousands climbed Aegon’s High Hill to hear Prince Aegon proclaim that peace was at hand. A lavish coronation was planned for the boy, to be followed by his wedding to the Princess Jaehaera. A cloud of ravens rose from the Red Keep, summoning the poisoned king’s remaining loyalists in Oldtown, the Reach, Casterly Rock, and Storm’s End to King’s Landing to do homage to their new monarch. Safe conducts were given, full pardons promised. The realm’s new rulers found themselves divided on the question of what to do with the Dowager Queen Alicent, but elsewise all seemed in accord, and good fellowship reigned…for the best part of a fortnight.",Septon Eustace tells us “ strange euphoria ” took hold King ’ Landing ; Mushroom simply says “ half city drunk. ” The corpse King Aegon II consigned flames hopes ills hatreds reign might burned away remains . Thousands climbed Aegon ’ High Hill hear Prince Aegon proclaim peace hand . A lavish coronation planned boy followed wedding Princess Jaehaera . A cloud ravens rose Red Keep summoning poisoned king ’ remaining loyalists Oldtown Reach Casterly Rock Storm ’ End King ’ Landing homage new monarch . Safe conducts given full pardons promised . The realm ’ new rulers found divided question Dowager Queen Alicent elsewise seemed accord good fellowship reigned…for best part fortnight .
3477,"The “False Dawn,” Grand Maester Munkun names it in his True Telling. A heady time, no doubt, but short-lived…for when Lord Cregan Stark arrived before King’s Landing with his northmen, the frolics ended, and the happy plans came crashing down. The Lord of",The “ False Dawn ” Grand Maester Munkun names True Telling . A heady time doubt short-lived…for Lord Cregan Stark arrived King ’ Landing northmen frolics ended happy plans came crashing . The Lord
3479,"Winterfell was twenty-three, only a few years older than the Lords of Raventree and Riverrun…yet Stark was a man and they were boys, as all those who saw them together seemed to sense. The Lads shrank in his presence, Mushroom says. “Whenever the Wolf of the North stalked into a room, Bloody Ben would recall that he was but three- and-ten, whilst Lord Tully and his brother blustered and stammered and flushed red as their hair.”",Winterfell twenty-three years older Lords Raventree Riverrun…yet Stark man boys saw together seemed sense . The Lads shrank presence Mushroom says . “ Whenever Wolf North stalked room Bloody Ben would recall three- and-ten whilst Lord Tully brother blustered stammered flushed red hair . ”
3480,"King’s Landing had welcomed the riverlords and their men with feasts and flowers and honors. Not so the northmen. There were more of them, for a start: a host twice as large as those the Lads had led, and with a fearsome repute. In their mail shirts and shaggy fur cloaks, their features hidden behind thick tangles of beard, they swaggered through the city like so many armored bears, says Mushroom. Most of what King’s Landing knew of northmen they had learned from Ser Medrick Manderly and his brother Ser Torrhen; courtly men, well-spoken, handsomely clad, well disciplined, and godly. The Winterfell men did not even honor the true gods, Septon Eustace notes with horror. They scorned the Seven, ignored the feast days, mocked the holy books, showed no reverence to septon or septa, worshipped trees.",King ’ Landing welcomed riverlords men feasts flowers honors . Not northmen . There start : host twice large Lads led fearsome repute . In mail shirts shaggy fur cloaks features hidden behind thick tangles beard swaggered city like many armored bears says Mushroom . Most King ’ Landing knew northmen learned Ser Medrick Manderly brother Ser Torrhen ; courtly men well-spoken handsomely clad well disciplined godly . The Winterfell men even honor true gods Septon Eustace notes horror . They scorned Seven ignored feast days mocked holy books showed reverence septon septa worshipped trees .
3481,"Two years past, Cregan Stark had made a promise to Prince Jacaerys. Now he had come to make good his pledge, though Jace and the queen his mother were both dead. “The North remembers,” Lord Stark declared when Prince Aegon, Lord Corlys, and the Lads bid him welcome. “You come too late, my lord,” the Sea Snake told him, “for the war is done, and the king is dead.” Septon Eustace, who stood witness to the meeting, tells us that the Lord of Winterfell “gazed upon the old Lord of the Tides with eyes as grey and cold as a winter storm, and said, ‘By whose hand and at whose word, I wonder?’ For the savages had come for blood and battle, as we would all learn shortly, to our sorrow.”",Two years past Cregan Stark made promise Prince Jacaerys . Now come make good pledge though Jace queen mother dead . “ The North remembers ” Lord Stark declared Prince Aegon Lord Corlys Lads bid welcome . “ You come late lord ” Sea Snake told “ war done king dead. ” Septon Eustace stood witness meeting tells us Lord Winterfell “ gazed upon old Lord Tides eyes grey cold winter storm said ‘ By whose hand whose word I wonder ? ’ For savages come blood battle would learn shortly sorrow . ”
3482,"The good septon was not wrong. Others had started this war, Lord Cregan was heard to say, but he meant to finish it, to continue south and destroy all that remained of the greens who had placed Aegon II on the Iron Throne and fought to keep him there. He would reduce Storm’s End first, then cross the Reach to take Oldtown. Once the Hightower had fallen, he would take his wolves north along the shores of the Sunset Sea to visit Casterly Rock.",The good septon wrong . Others started war Lord Cregan heard say meant finish continue south destroy remained greens placed Aegon II Iron Throne fought keep . He would reduce Storm ’ End first cross Reach take Oldtown . Once Hightower fallen would take wolves north along shores Sunset Sea visit Casterly Rock .
3483,"“A bold plan,” Grand Maester Orwyle said cautiously, when he heard",“ A bold plan ” Grand Maester Orwyle said cautiously heard
3485,"it. Mushroom prefers “madness,” but adds, “they called Aegon the Dragon mad when he spoke of conquering all Westeros.” When Kermit Tully pointed out that Storm’s End, Oldtown, and Casterly Rock were as strong as Stark’s own Winterfell (if not stronger) and would not fall easily (if at all), and young Ben Blackwood echoed him and said, “Half your men will die, Lord Stark,” the grey-eyed Wolf of Winterfell replied, “They died the day we marched, boy.”",. Mushroom prefers “ madness ” adds “ called Aegon Dragon mad spoke conquering Westeros. ” When Kermit Tully pointed Storm ’ End Oldtown Casterly Rock strong Stark ’ Winterfell ( stronger ) would fall easily ( ) young Ben Blackwood echoed said “ Half men die Lord Stark ” grey-eyed Wolf Winterfell replied “ They died day marched boy . ”
3486,"Like the Winter Wolves before them, most of the men who had marched south with Lord Cregan Stark did not expect to see their homes again. The snows were already deep beyond the Neck, the cold winds rising; in keeps and castles and humble villages throughout the North, the great and small alike prayed to their carved wooden god- trees that this winter might be short. Those with fewer mouths to feed fared better in the dark days, so it had long been the custom in the North for old men, younger sons, the unwed, the childless, the homeless, and the hopeless to leave hearth and home when the first snows fell, so that their kin might live to see another spring. Victory was secondary to the men of these winter armies; they marched for glory, adventure, plunder, and most of all, a worthy end.",Like Winter Wolves men marched south Lord Cregan Stark expect see homes . The snows already deep beyond Neck cold winds rising ; keeps castles humble villages throughout North great small alike prayed carved wooden god- trees winter might short . Those fewer mouths feed fared better dark days long custom North old men younger sons unwed childless homeless hopeless leave hearth home first snows fell kin might live see another spring . Victory secondary men winter armies ; marched glory adventure plunder worthy end .
3487,"Once more it fell to Corlys Velaryon, Lord of the Tides, to plead for peace, pardon, and reconciliation. “The killing has gone on too long,” the old man said. “Rhaenyra and Aegon are dead. Let their quarrel die with them. You speak of taking Storm’s End, Oldtown, and Casterly Rock, my lord, but the men who held those seats were slain in battle, every one. Small boys and suckling babes sit in their places now, no threat to us. Grant them honorable terms, and they will bend the knee.”",Once fell Corlys Velaryon Lord Tides plead peace pardon reconciliation . “ The killing gone long ” old man said . “ Rhaenyra Aegon dead . Let quarrel die . You speak taking Storm ’ End Oldtown Casterly Rock lord men held seats slain battle every one . Small boys suckling babes sit places threat us . Grant honorable terms bend knee . ”
3488,"But Lord Stark was no more inclined to listen to such talk than Aegon II and Queen Alicent had been. “Small boys become large men in time,” he replied, “and a babe sucks down his mother’s hate with his mother’s milk. Finish these foes now, or those of us not in our graves in twenty years will rue our folly when those babes strap on their father’s swords and come seeking after vengeance.”",But Lord Stark inclined listen talk Aegon II Queen Alicent . “ Small boys become large men time ” replied “ babe sucks mother ’ hate mother ’ milk . Finish foes us graves twenty years rue folly babes strap father ’ swords come seeking vengeance . ”
3489,"Lord Velaryon would not be moved. “King Aegon said the same and died for it. Had he heeded our counsel and offered peace and pardon to his foes, he might be sitting with us here today.”",Lord Velaryon would moved . “ King Aegon said died . Had heeded counsel offered peace pardon foes might sitting us today . ”
3490,"“Is that why you poisoned him, my lord?” asked the Lord of Winterfell. Though Cregan Stark had no personal history with the Sea",“ Is poisoned lord ? ” asked Lord Winterfell . Though Cregan Stark personal history Sea
3492,"Snake, for good or ill, he knew that Lord Corlys had served Rhaenyra as Queen’s Hand, that she had imprisoned him on suspicion of treason, that he had been freed by Aegon II and accepted a seat upon his council…only, it would seem, to help bring about his death by poison. “Small wonder you are called the Sea Snake,” Lord Stark went on. “You may slither this way and that way but, oh, your fangs are venomous. Aegon was an oathbreaker, a kinslayer, and a usurper, yet still a king. When he would not heed your craven’s counsel, you removed him as a craven would, dishonorably, with poison…and now you shall answer for it.”",Snake good ill knew Lord Corlys served Rhaenyra Queen ’ Hand imprisoned suspicion treason freed Aegon II accepted seat upon council…only would seem help bring death poison . “ Small wonder called Sea Snake ” Lord Stark went . “ You may slither way way oh fangs venomous . Aegon oathbreaker kinslayer usurper yet still king . When would heed craven ’ counsel removed craven would dishonorably poison…and shall answer . ”
3493,"Then Stark’s men burst into the council chambers, disarmed the guardsmen at the door, pulled the aged Sea Snake from his chair, and dragged him to the dungeons. There he would soon be joined by Larys Strong the Clubfoot, Grand Maester Orwyle, Ser Perkin the Flea, and Septon Eustace, along with half a hundred others, both highborn and low, that Stark found cause to mistrust. “I was myself tempted to return to my cask of flour,” Mushroom says, “but thankfully I proved too small for the wolf to notice.”",Then Stark ’ men burst council chambers disarmed guardsmen door pulled aged Sea Snake chair dragged dungeons . There would soon joined Larys Strong Clubfoot Grand Maester Orwyle Ser Perkin Flea Septon Eustace along half hundred others highborn low Stark found cause mistrust . “ I tempted return cask flour ” Mushroom says “ thankfully I proved small wolf notice . ”
3494,"Not even the Lads were spared Lord Cregan’s wroth, though they were ostensibly his allies. “Are you babes in swaddling clothes, to be cozened by flowers and feasts and soft words?” Stark berated them. “Who told you the war was done? The Clubfoot? The Snake? Why, because they wish it done? Because you won your little victory in the mud? Wars end when the defeated bend the knee and not before. Has Oldtown yielded? Has Casterly Rock returned the Crown’s gold? You say you mean to marry the prince to the king’s daughter, yet she remains at Storm’s End, beyond your reach. So long as she remains free and unwed, what is to stop Baratheon’s widow from crowning the girl queen, as Aegon’s heir?”",Not even Lads spared Lord Cregan ’ wroth though ostensibly allies . “ Are babes swaddling clothes cozened flowers feasts soft words ? ” Stark berated . “ Who told war done ? The Clubfoot ? The Snake ? Why wish done ? Because little victory mud ? Wars end defeated bend knee . Has Oldtown yielded ? Has Casterly Rock returned Crown ’ gold ? You say mean marry prince king ’ daughter yet remains Storm ’ End beyond reach . So long remains free unwed stop Baratheon ’ widow crowning girl queen Aegon ’ heir ? ”
3495,"When Lord Tully protested that the stormlanders were beaten, and did not have the strength to field another army, Lord Cregan reminded them of the three envoys that Aegon II had sent across the narrow sea “any of whom might return upon the morrow with thousands of sellswords.” Queen Rhaenyra had believed herself victorious after taking King’s Landing, the northman said, and Aegon II thought that he had ended the war by feeding his sister to a dragon. Yet queen’s men had remained, even after the queen herself was dead, and “Aegon is reduced to bones and ashes.”",When Lord Tully protested stormlanders beaten strength field another army Lord Cregan reminded three envoys Aegon II sent across narrow sea “ might return upon morrow thousands sellswords. ” Queen Rhaenyra believed victorious taking King ’ Landing northman said Aegon II thought ended war feeding sister dragon . Yet queen ’ men remained even queen dead “ Aegon reduced bones ashes . ”
3497,"The Lads found themselves overmatched. Cowed, they gave way, and agreed to join their own power to Lord Stark’s when he marched against Storm’s End. Munkun says they did so willingly, convinced that the wolf lord had the right of it. “Flush with victory, they wanted more,” he writes in the True Telling. “They hungered for more glory, for the fame that young men dream of that can only be won in battle.” Mushroom takes a more cynical view, and suggests that the young lordlings were simply terrified of Cregan Stark.",The Lads found overmatched . Cowed gave way agreed join power Lord Stark ’ marched Storm ’ End . Munkun says willingly convinced wolf lord right . “ Flush victory wanted ” writes True Telling . “ They hungered glory fame young men dream battle. ” Mushroom takes cynical view suggests young lordlings simply terrified Cregan Stark .
3498,"The result was the same. “The city was his, to do with as he wished,” Septon Eustace says. “The northman had taken it without drawing a sword or loosing an arrow. Be they king’s men or queen’s men, stormlanders or seahorses, riverlords or gutter knights, highborn or low, common soldiers deferred to him as if they had been born to his service.”",The result . “ The city wished ” Septon Eustace says . “ The northman taken without drawing sword loosing arrow . Be king ’ men queen ’ men stormlanders seahorses riverlords gutter knights highborn low common soldiers deferred born service . ”
3499,"For six days King’s Landing trembled on the edge of a sword. In the pot shops and wine sinks of Flea Bottom, men placed wagers on how long the Clubfoot, the Sea Snake, the Flea, and the Dowager Queen would keep their heads. Rumors swept the city, one after the other. Some said that Lord Stark planned to take Prince Aegon back to Winterfell and wed him to one of his own daughters (an obvious falsehood, as Cregan Stark had no trueborn daughters at this time), others that Stark meant to put the boy to death so that he might marry Princess Jaehaera and claim the Iron Throne himself. The northmen would burn the city’s septs and force King’s Landing to return to the worship of the old gods, septons declared. Others whispered that the Lord of Winterfell had a wildling wife, that he threw his enemies into a pit of wolves to watch them be devoured.",For six days King ’ Landing trembled edge sword . In pot shops wine sinks Flea Bottom men placed wagers long Clubfoot Sea Snake Flea Dowager Queen would keep heads . Rumors swept city one . Some said Lord Stark planned take Prince Aegon back Winterfell wed one daughters ( obvious falsehood Cregan Stark trueborn daughters time ) others Stark meant put boy death might marry Princess Jaehaera claim Iron Throne . The northmen would burn city ’ septs force King ’ Landing return worship old gods septons declared . Others whispered Lord Winterfell wildling wife threw enemies pit wolves watch devoured .
3500,"The mood of euphoria had vanished; once more, fear ruled the city streets. A man who claimed to be the Shepherd reborn rose up from the gutters, calling down destruction on the godless northerners. Though he looked nothing like the first Shepherd (he had two hands, for a start), hundreds flocked to hear him speak. A brothel on the Street of Silk burned down when a quarrel over a certain whore between one of Lord Tully’s men and one of Lord Stark’s set off a bloody melee between their friends and brothers-in-arms. Even the highborn were not safe in the more unsavory parts of the city. The younger son of Lord Hornwood, a bannerman to Lord Stark, vanished with two companions whilst roistering in Flea Bottom. They were never found and may have ended in a bowl of brown, if Mushroom can",The mood euphoria vanished ; fear ruled city streets . A man claimed Shepherd reborn rose gutters calling destruction godless northerners . Though looked nothing like first Shepherd ( two hands start ) hundreds flocked hear speak . A brothel Street Silk burned quarrel certain whore one Lord Tully ’ men one Lord Stark ’ set bloody melee friends brothers-in-arms . Even highborn safe unsavory parts city . The younger son Lord Hornwood bannerman Lord Stark vanished two companions whilst roistering Flea Bottom . They never found may ended bowl brown Mushroom
3502,be believed.,believed .
3503,"Soon thereafter word reached the city that Leowyn Corbray had left Maidenpool and was making for King’s Landing, accompanied by Lord Mooton, Lord Brune, and Ser Rennifer Crabb. Ser Corwyn Corbray departed Duskendale at the same time to join his brother on the march. With him rode Clement Celtigar, old Lord Bartimos’s son and heir, and Lady Staunton, the widow of Rook’s Rest. On Dragonstone, young Alyn Velaryon was demanding the release of Lord Corlys (this much was true), and threatening to descend upon King’s Landing with his ships if the old man was harmed (half-true). Other rumors claimed the Lannisters were on the march, the Hightowers were on the march, Ser Marston Waters had landed with ten thousand sellswords from Lys and Old Volantis (all without truth). And the Maiden of the Vale had set sail from Gulltown, with Lady Rhaena Targaryen and her dragon (true).",Soon thereafter word reached city Leowyn Corbray left Maidenpool making King ’ Landing accompanied Lord Mooton Lord Brune Ser Rennifer Crabb . Ser Corwyn Corbray departed Duskendale time join brother march . With rode Clement Celtigar old Lord Bartimos ’ son heir Lady Staunton widow Rook ’ Rest . On Dragonstone young Alyn Velaryon demanding release Lord Corlys ( much true ) threatening descend upon King ’ Landing ships old man harmed ( half-true ) . Other rumors claimed Lannisters march Hightowers march Ser Marston Waters landed ten thousand sellswords Lys Old Volantis ( without truth ) . And Maiden Vale set sail Gulltown Lady Rhaena Targaryen dragon ( true ) .
3504,"As armies marched and swords were sharpened, Lord Cregan Stark sat within the Red Keep, conducting his inquiries into the murder of King Aegon II even as he planned his campaign against the dead king’s remaining supporters. Prince Aegon, meanwhile, found himself confined to Maegor’s Holdfast with no companions save the boy Gaemon Palehair. When the prince demanded to know why he was not free to come and go, Stark replied that it was for his own safety. “This city is a nest of vipers,” Lord Cregan told him. “There are liars, turncloaks, and poisoners in this court who would murder you as quick as they did your uncle to secure their own power.” When Aegon protested that Lord Corlys, Lord Larys, and Ser Perkin were friends, the Lord of Winterfell replied that false friends were more dangerous to a king than any foe, that the Snake, the Clubfoot, and the Flea had saved him only to make use of him, so they might rule Westeros in his name.",As armies marched swords sharpened Lord Cregan Stark sat within Red Keep conducting inquiries murder King Aegon II even planned campaign dead king ’ remaining supporters . Prince Aegon meanwhile found confined Maegor ’ Holdfast companions save boy Gaemon Palehair . When prince demanded know free come go Stark replied safety . “ This city nest vipers ” Lord Cregan told . “ There liars turncloaks poisoners court would murder quick uncle secure power. ” When Aegon protested Lord Corlys Lord Larys Ser Perkin friends Lord Winterfell replied false friends dangerous king foe Snake Clubfoot Flea saved make use might rule Westeros name .
3507,"With the infallibility of hindsight, we now look back through the centuries and say the Dance was done, but this seemed less certain to those who lived through its dark and dangerous aftermath. With Septon Eustace and Grand Maester Orwyle languishing in dungeons (where Orwyle had begun writing his confessions, the text that would provide Munkun with the foundation on which he would build his monumental True Telling), only Mushroom remains to take us beyond the court chronicles and royal edicts. “The great lords would have given us another two years of war,” the fool declares in his Testimony, “it was the women who made the peace. Black Aly, the Maiden of the Vale, the Three Widows, the Dragon Twins, ’twas them who brought the bloodshed to an end, and not with swords or poison, but with ravens, words, and kisses.”",With infallibility hindsight look back centuries say Dance done seemed less certain lived dark dangerous aftermath . With Septon Eustace Grand Maester Orwyle languishing dungeons ( Orwyle begun writing confessions text would provide Munkun foundation would build monumental True Telling ) Mushroom remains take us beyond court chronicles royal edicts . “ The great lords would given us another two years war ” fool declares Testimony “ women made peace . Black Aly Maiden Vale Three Widows Dragon Twins ’ twas brought bloodshed end swords poison ravens words kisses . ”
3508,"The seeds cast into the wind by Lord Corlys Velaryon during the False Dawn had taken root and borne sweet fruit. One by one the ravens returned, bearing answers to the old man’s peace offers.",The seeds cast wind Lord Corlys Velaryon False Dawn taken root borne sweet fruit . One one ravens returned bearing answers old man ’ peace offers .
3509,"Casterly Rock was the first to respond. Lord Jason Lannister had left six children when he died in battle: five daughters and one son, Loreon, a boy of four. Rule in the west had therefore passed to his widow, Lady Johanna, and her father, Roland Westerling, Lord of the Crag. With the Red Kraken’s longships still menacing their coasts, the Lannisters were more concerned with defending Kayce and retaking",Casterly Rock first respond . Lord Jason Lannister left six children died battle : five daughters one son Loreon boy four . Rule west therefore passed widow Lady Johanna father Roland Westerling Lord Crag . With Red Kraken ’ longships still menacing coasts Lannisters concerned defending Kayce retaking
3511,"Fair Isle than with renewing the struggle for the Iron Throne. Lady Johanna agreed to all the Sea Snake’s terms, promising to come herself to King’s Landing to do obeisance to the new king on his coronation, and deliver two daughters to the Red Keep, to serve as companions to the new queen (and as hostages to ensure her future loyalty). She agreed as well to restore that portion of the royal treasury that Tyland Lannister had sent west for safekeeping, providing that Ser Tyland himself was granted pardon. In return, she asked only that the Iron Throne “command Lord Greyjoy to crawl back to his islands, restore Fair Isle to its rightful lords, and free all the women he has carried off, or at the least all those of noble birth.”",Fair Isle renewing struggle Iron Throne . Lady Johanna agreed Sea Snake ’ terms promising come King ’ Landing obeisance new king coronation deliver two daughters Red Keep serve companions new queen ( hostages ensure future loyalty ) . She agreed well restore portion royal treasury Tyland Lannister sent west safekeeping providing Ser Tyland granted pardon . In return asked Iron Throne “ command Lord Greyjoy crawl back islands restore Fair Isle rightful lords free women carried least noble birth . ”
3512,"Many of the men who had survived the Battle on the Kingsroad had made their way back to Storm’s End afterward. Hungry, weary, wounded, they drifted home alone or in small groups, and Lord Borros Baratheon’s widow, the Lady Elenda, had only to look at them to realize they had lost their taste for battle. Nor did she wish to put her newborn son, Olyver, at risk, for that little lord at her breast was the future of House Baratheon. Though it is said that her eldest daughter, the Lady Cassandra, wept bitter tears when she learned she was not to be a queen, Lady Elenda soon agreed to terms. Still weak from her labor, she could not come to the city herself for the coronation, she wrote, but she would send her own lord father to do homage in her stead, and three of her daughters to serve as hostages. They would be accompanied by Ser Willis Fell, together with his “precious charge,” the eight-year-old Princess Jaehaera, the last living child of King Aegon II and the new king’s bride-to-be.",Many men survived Battle Kingsroad made way back Storm ’ End afterward . Hungry weary wounded drifted home alone small groups Lord Borros Baratheon ’ widow Lady Elenda look realize lost taste battle . Nor wish put newborn son Olyver risk little lord breast future House Baratheon . Though said eldest daughter Lady Cassandra wept bitter tears learned queen Lady Elenda soon agreed terms . Still weak labor could come city coronation wrote would send lord father homage stead three daughters serve hostages . They would accompanied Ser Willis Fell together “ precious charge ” eight-year-old Princess Jaehaera last living child King Aegon II new king ’ bride-to-be .
3513,"Last to respond was Oldtown. The wealthiest of the great houses that had rallied to King Aegon II, the Hightowers remained in some ways the most dangerous, for they were capable of raising large new armies quickly from the streets of Oldtown, and with their own warships and those of their close kin, the Redwynes of the Arbor, they could float a significant fleet as well. Moreover, one-quarter of the Crown’s gold still rested in deep vaults beneath the Hightower, gold that could easily have been used to buy new alliances and hire sellsword companies. Oldtown had the power to renew the war; all that was lacking was the will.",Last respond Oldtown . The wealthiest great houses rallied King Aegon II Hightowers remained ways dangerous capable raising large new armies quickly streets Oldtown warships close kin Redwynes Arbor could float significant fleet well . Moreover one-quarter Crown ’ gold still rested deep vaults beneath Hightower gold could easily used buy new alliances hire sellsword companies . Oldtown power renew war ; lacking .
3514,"Lord Ormund had only recently taken a second wife when the Dance began, his first having died some years before in childbed. Upon his death at Tumbleton, his lands and title passed to his eldest son,",Lord Ormund recently taken second wife Dance began first died years childbed . Upon death Tumbleton lands title passed eldest son
3516,"Lyonel, a youth of fifteen on the cusp of manhood. The second son, Martyn, was a squire to Lord Redwyne on the Arbor; the third was fostering at Highgarden as a companion to Lord Tyrell and cupbearer to his lady mother. All three were children of Lord Ormund’s first marriage. When Lord Velaryon’s terms were put to Lyonel Hightower, it is said, the young lord ripped the parchment from his maester’s hand and tore it into shreds, swearing to write his reply in the Sea Snake’s blood.",Lyonel youth fifteen cusp manhood . The second son Martyn squire Lord Redwyne Arbor ; third fostering Highgarden companion Lord Tyrell cupbearer lady mother . All three children Lord Ormund ’ first marriage . When Lord Velaryon ’ terms put Lyonel Hightower said young lord ripped parchment maester ’ hand tore shreds swearing write reply Sea Snake ’ blood .
3517,"His lord father’s young widow had other notions, however. Lady Samantha was the daughter of Lord Donald Tarly of Horn Hill and Lady Jeyne Rowan of Goldengrove, both houses that had taken up arms for the queen during the Dance. Fierce and fiery and beautiful, this strong-willed girl had no intention of giving up her place as the Lady of Oldtown and mistress of the Hightower. Lyonel was but two years her junior, and (Mushroom says) had been infatuated with her since first she came to Oldtown to wed his father. Whereas previously she had fended off the boy’s halting advances, now Lady Sam (as she would be known for many a year) yielded to them, allowing him to seduce her, and afterward promising to marry him…but only if he would make peace, “for I would surely die of grief should I lose another husband.”",His lord father ’ young widow notions however . Lady Samantha daughter Lord Donald Tarly Horn Hill Lady Jeyne Rowan Goldengrove houses taken arms queen Dance . Fierce fiery beautiful strong-willed girl intention giving place Lady Oldtown mistress Hightower . Lyonel two years junior ( Mushroom says ) infatuated since first came Oldtown wed father . Whereas previously fended boy ’ halting advances Lady Sam ( would known many year ) yielded allowing seduce afterward promising marry him…but would make peace “ I would surely die grief I lose another husband . ”
